,gene0,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99
cell64,0,2,0,2,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1,4,0,2,8,0,0,0,4,0,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,1,12,0,5,0,6,4,2,5,5,0,2,0,0,2,2,0,3,1,1,4,0,5,0,4,1,0,7,0,2,0,6,3,2,1,0,3,2,0,0,3,2,4,3,1,2,0,0,0,4,0,1,6,0
cell65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2
cell66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
cell67,0,4,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,1,0,2,0,5,2,0,0,0,0,3,6,0,4,2,0,2,0,2,0,0,1,0,1,0,1,0,2,0,0,3,0,0,2,0,3,1,0,5,0,0,5,1,0,0,0,0,0,2,0
cell68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,7,5,0,0,0,0,0,3,0,2,2,0,0,0,0,3,0,1,2,0,0,3,2,6,0,6,0,0,0,5,2,0,0,2,3,4,0,0,6,0,0,4,0,0,2,1
cell69,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,4,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
cell70,6,1,0,0,0,1,0,3,0,2,0,3,0,5,3,0,5,0,0,2,2,1,0,0,2,0,3,3,0,1,1,0,0,2,1,2,0,0,0,5,0,1,0,0,0,0,0,3,0,0,2,0,1,1,7,4,0,0,0,0,7,2,0,6,0,0,7,0,0,0,4,5,3,5,0,0,1,3,0,5,7,2,0,0,0,1,1,4,2,2,2,5,8,0,0,0,0,0,4,0
cell71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
cell72,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,3,0
cell73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0
cell74,1,0,0,0,0,2,4,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,4,0,2,0,0,0,0,0,2,0,7,2,0,3,0,5,3,1,5,0,5,0,4,0,7,0,2,4,0,2,3,0,0,5,0,2,0,0,2,0,0,0,0,0,1,8,3
cell75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cell76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0
cell77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
cell78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,2,0,1,2,0,0,0,2,5,3,0,3,1,0,2,0,0,1,4,1,0,0,0,6,0,7,0,0,0,1,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0
cell79,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0,0,1,3,2,1,0,1,2,0,4,5,0,0,0,0,2,0,0,5,1,2,4,0,0,2,3,0,0,0,0,3,0,0,2,0,0,0,0
cell80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,4,2,0,3,0,7,2,0,0,0,3,0,4,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,5,2
cell82,4,10,1,0,0,3,0,6,0,0,3,3,4,0,8,2,0,0,2,2,4,3,0,7,5,3,3,0,1,3,6,0,0,0,2,1,0,1,1,5,0,4,2,4,0,2,0,4,0,0,5,6,6,4,7,6,0,0,0,4,6,3,0,9,3,1,7,0,2,1,2,9,5,5,0,4,1,11,0,0,2,2,2,2,0,6,5,2,1,0,0,8,5,0,0,1,0,0,10,0
cell83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
cell85,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,2,3,0,3,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1
cell86,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1
cell87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,3,0,1,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0
cell88,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,2,5,3,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,2,5,1,4,0,0,0,0,0,0,0,5,0
cell89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,5,0,0,0,1,0,0,0,2,2,0,4,0,2,0,0,1,3,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
cell90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
cell91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,2,5,0,0,0,0,0,1,0,2,2,0,3,0,0,2,3,0,3,0,0,1,0,6,0,8,0,0,0,1,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,2
cell92,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,2,0,3,0,2,0,0,0,0,10,6,6,1,0,0,0,4,3,4,0,5,0,0,5,0,5,0,2,5,1,0,0,0,0,5,0,0,7,0,0,1,0,0,0,0,2,2,0,0,2,1,0,0,0,3,3,4
cell93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
cell96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0
cell97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0
cell98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
cell99,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,3,1,2,0,3,0,2,0,0,0,1,0,0,2,0,0,0,0,1,3,3,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,3,0
cell100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,4,0,4,4,0,0,1,0,0,0,2,3,3,0,0,2,0,0,1,0,0,3,1
cell101,5,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,2,1,0,1,4,0,0,0,3,2,3,0,5,0,0,4,0,1,0,2,5,2,0,0,0,1,8,5,4,2,0,0,0,0,0,2,0,2,0,0,0,4,0,2,0,0,0,1,2
cell102,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,5,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,1,4,3,0,3,0,1,7,6,0,1,4,3,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,2,4,0,0,0,0,0,2,0
cell103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cell104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0
cell106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cell107,2,0,0,0,0,0,2,2,0,0,0,1,1,0,6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,3,0,2,0,0,2,4,2,3,0,0,0,0,4,4,0,4,6,2,1,0,7,0,0,4,4,1,0,3,0,7,0,0,5,0,1,0,0,0,2,0,6,0,0,3,0,0,0,0,0,3,4,4
cell108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
cell109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,9,0,0,0,5,0,0,2,5,0,2,0,0,3,5,0,4,2,2,3,0,4,0,0,0,0,5,0,1,0,2,0,2,1,0,1,3,0,0,4,1,2,6,5,0,0,0,1,3,0,0,2,0
cell110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0
cell111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cell112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,1,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2,6,5,3,0,0,3,2,0,1,0,6,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0
cell114,4,7,2,0,0,0,0,2,0,1,0,1,2,2,1,0,2,0,3,0,0,1,4,0,0,0,5,0,0,3,1,0,0,2,3,6,0,0,0,2,0,2,2,1,0,0,0,0,0,3,0,0,3,4,3,4,0,0,0,6,12,8,0,5,4,0,2,0,3,2,0,6,4,6,0,4,0,16,0,0,7,0,0,4,0,2,0,0,3,5,0,0,0,0,0,0,0,0,4,4
cell115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,1,5,2,3,0,0,0,0,9,4,0,2,6,0,1,0,1,0,2,4,2,0,0,1,1,6,0,4,0,0,2,0,0,0,1,3,5,1,3,1,0,0,1,3,0,2,3,0
cell117,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
cell118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell119,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,6,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,0,6,0,0,0,1,0,0,1,0,2,1,2,1,3,0,2,0,0,0,5,0
cell120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,1,0,0,1,3
cell121,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,4,0,3,0,0,0,1,1,0,0,3,1,0,0,0,5,0,0,0,0,5,0,0,0,0,2,4,0,0,0,0,0,3,0
cell122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,2,0,0,3,0,0,1,0,1,0,3,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0
cell123,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,3,1,1,0,3,4,0,2,5,3,1,0,0,0,0,3,3,0,2,2,0,4,0,0,0,2,0,2,3,0,0,0,5,0,3,0,2,3,0,0,0,0,0,4,7,1,0,4,0,2,0,0,0,3,7
cell124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,6,0,1,0,4,0,0,2,1,0,5,3,0,2,0,2,0,0,0,1,2,0,0,0,3,0,0,3,0,5,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,4,1
cell125,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
cell126,0,1,0,3,0,0,4,0,2,0,0,2,5,2,3,2,0,0,5,0,0,1,0,0,6,0,0,2,0,2,0,0,7,1,2,8,2,1,4,0,0,2,2,4,0,3,6,0,2,3,0,2,8,0,2,2,1,4,0,2,6,2,2,5,3,3,6,0,1,1,1,4,1,4,0,4,0,10,3,0,5,1,3,0,2,5,0,0,1,3,1,3,0,0,0,3,0,0,7,6
cell127,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,5,0,0,0,0,0,5,1,0,1,0,0,0,0,4,0,0,0,0,3,0,3,0,6,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,3,0
cell128,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0
cell129,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,2,7,3,0,0,0,0,5,0,0,12,5,0,1,0,0,4,0,3,1,5,0,3,0,3,0,0,0,0,4,2,0,0,5,0,3,6,0,0,2,0,0,0,0,0,3,0
